title,author,goodreads_url,cover_url,avg_rating,num_ratings,year_published,shelf
Squire (Paperback),Nadia Shammas,https://www.goodreads.com/book/show/57992923-squire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624900865l/57992923._SX50_.jpg,4.04,11771.0,2022.0,asian-fantasy
"Wildcard (Warcross, #2)",Marie Lu,https://www.goodreads.com/book/show/29386918-wildcard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526376554l/29386918._SX50_.jpg,3.99,60104.0,2018.0,asian-fantasy
"Warcross (Warcross, #1)",Marie Lu,https://www.goodreads.com/book/show/41014903-warcross,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533058119l/41014903._SY75_.jpg,4.12,123477.0,2017.0,asian-fantasy
Blood in the Snow (Kindle Edition),Sarah  Pennington,https://www.goodreads.com/book/show/41685404-blood-in-the-snow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536019872l/41685404._SY75_.jpg,4.03,75.0,2018.0,asian-fantasy
天涯客 [Tiān Yá Kè] Faraway Wanderers (Webnovel),Priest,https://www.goodreads.com/book/show/56938194-ti-n-y-k-faraway-wanderers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657265561l/56938194._SX50_.jpg,4.1,3749.0,,asian-fantasy
Toph Beifong's Metalbending Academy (Paperback),Faith Erin Hicks,https://www.goodreads.com/book/show/54663469-toph-beifong-s-metalbending-academy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595627500l/54663469._SX50_.jpg,4.1,5311.0,2021.0,asian-fantasy
The Ones We're Meant to Find (Kindle Edition),Joan He,https://www.goodreads.com/book/show/44084665-the-ones-we-re-meant-to-find,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600354595l/44084665._SY75_.jpg,3.54,11572.0,2021.0,asian-fantasy
"Blood Heir (Blood Heir Trilogy, #1)",Amélie Wen Zhao,https://www.goodreads.com/book/show/42359583-blood-heir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544518401l/42359583._SY75_.jpg,3.81,17326.0,2019.0,asian-fantasy
"Want (Want, #1)",Cindy Pon,https://www.goodreads.com/book/show/32333174-want,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497426506l/32333174._SY75_.jpg,3.72,5075.0,2017.0,asian-fantasy
"Suki, Alone (Avatar: The Last Airbender, #0.6)",Faith Erin Hicks,https://www.goodreads.com/book/show/56227240-suki-alone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607483841l/56227240._SX50_.jpg,4.2,6250.0,2021.0,asian-fantasy
Полусолнце (Kindle Edition),Кристина Робер,https://www.goodreads.com/book/show/59664457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647635790l/59664457._SY75_.jpg,3.44,52.0,,asian-fantasy
A Snake Falls to Earth (Kindle Edition),Darcie Little Badger,https://www.goodreads.com/book/show/56036276-a-snake-falls-to-earth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619881328l/56036276._SY75_.jpg,3.94,12024.0,2021.0,indigenous-fantasy
"Elatsoe (Elatsoe, #1)",Darcie Little Badger,https://www.goodreads.com/book/show/49089632-elatsoe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581002562l/49089632._SX50_.jpg,3.98,23628.0,2020.0,indigenous-fantasy
"Black Sun (Between Earth and Sky, #1)",Rebecca Roanhorse,https://www.goodreads.com/book/show/50892360-black-sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601212809l/50892360._SY75_.jpg,4.17,55719.0,2020.0,indigenous-fantasy
"To Shape a Dragon's Breath (Nampeshiweisit, #1)",Moniquill Blackgoose,https://www.goodreads.com/book/show/61937038-to-shape-a-dragon-s-breath,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1745648974l/61937038._SY75_.jpg,4.1,13305.0,2023.0,indigenous-fantasy
"The Great Bear (The Misewa Saga, #2)",David Alexander Robertson,https://www.goodreads.com/book/show/56546919-the-great-bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627322478l/56546919._SX50_.jpg,4.13,1241.0,2021.0,indigenous-fantasy
"The Barren Grounds (The Misewa Saga, #1)",David Alexander Robertson,https://www.goodreads.com/book/show/49291521-the-barren-grounds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648576021l/49291521._SY75_.jpg,3.87,5918.0,2020.0,indigenous-fantasy
"Sheine Lende (Elatsoe, #0)",Darcie Little Badger,https://www.goodreads.com/book/show/190854829-sheine-lende,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1695088662l/190854829._SX50_.jpg,4.19,1561.0,2024.0,indigenous-fantasy
A Council of Dolls (Hardcover),Mona Susan  Power,https://www.goodreads.com/book/show/62645211-a-council-of-dolls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682979821l/62645211._SY75_.jpg,4.0,8473.0,2023.0,indigenous-fantasy
Empire of Wild (Hardcover),Cherie Dimaline,https://www.goodreads.com/book/show/45024447-empire-of-wild,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555026643l/45024447._SX50_.jpg,3.73,12858.0,2019.0,indigenous-fantasy
"The Interrogation of Ashala Wolf (The Tribe, #1)",Ambelin Kwaymullina,https://www.goodreads.com/book/show/13552764-the-interrogation-of-ashala-wolf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335416614l/13552764._SY75_.jpg,3.75,2595.0,2012.0,indigenous-fantasy
"Pemmican Wars (A Girl Called Echo, #1)",Katherena Vermette,https://www.goodreads.com/book/show/35545695-pemmican-wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511491670l/35545695._SY75_.jpg,3.7,3053.0,2017.0,indigenous-fantasy
"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,https://www.goodreads.com/book/show/9634967-robopocalypse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885891l/9634967._SY75_.jpg,3.71,41566.0,2011.0,indigenous-fantasy
The Trickster of Liberty: Native Heirs to a Wild Baronage (Paperback),Gerald Vizenor,https://www.goodreads.com/book/show/1277066.The_Trickster_of_Liberty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328814733l/1277066._SX50_.jpg,3.81,59.0,1988.0,indigenous-fantasy
Reservation Blues (Paperback),Sherman Alexie,https://www.goodreads.com/book/show/6159.Reservation_Blues,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398195783l/6159._SX50_.jpg,3.98,14295.0,1995.0,indigenous-fantasy
The Lone Ranger and Tonto Fistfight in Heaven (Paperback),Sherman Alexie,https://www.goodreads.com/book/show/52873.The_Lone_Ranger_and_Tonto_Fistfight_in_Heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557917045l/52873._SY75_.jpg,4.09,26961.0,1993.0,indigenous-fantasy
Take Us To Your Chief And Other Stories (Paperback),Drew Hayden Taylor,https://www.goodreads.com/book/show/30530475-take-us-to-your-chief-and-other-stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467159704l/30530475._SY75_.jpg,3.84,681.0,2016.0,indigenous-fantasy
Never Whistle at Night: An Indigenous Dark Fiction Anthology (Paperback),Shane Hawk,https://www.goodreads.com/book/show/75293507-never-whistle-at-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685990593l/75293507._SY75_.jpg,,,,indigenous-fantasy
"Moon of the Crusted Snow (Moon, #1)",Waubgeshig Rice,https://www.goodreads.com/book/show/39082248-moon-of-the-crusted-snow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521066996l/39082248._SY75_.jpg,3.82,46085.0,2018.0,indigenous-fantasy
Walking the Clouds: An Anthology of Indigenous Science Fiction (Sun Tracks),Grace L. Dillon,https://www.goodreads.com/book/show/13226625-walking-the-clouds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344674548l/13226625._SX50_.jpg,,,,indigenous-fantasy
The Sentence (Hardcover),Louise Erdrich,https://www.goodreads.com/book/show/56816904-the-sentence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630063344l/56816904._SY75_.jpg,3.92,85793.0,2021.0,indigenous-fantasy
The Marrow Thieves (Paperback),Cherie Dimaline,https://www.goodreads.com/book/show/34649348-the-marrow-thieves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490885548l/34649348._SY75_.jpg,3.93,45142.0,2017.0,indigenous-fantasy
Future Home of the Living God (Hardcover),Louise Erdrich,https://www.goodreads.com/book/show/34217599-future-home-of-the-living-god,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499188017l/34217599._SY75_.jpg,3.61,29791.0,2017.0,indigenous-fantasy
Race to the Sun (Hardcover),Rebecca Roanhorse,https://www.goodreads.com/book/show/36353103-race-to-the-sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549292562l/36353103._SY75_.jpg,4.03,6159.0,2020.0,indigenous-fantasy
"Trail of Lightning (The Sixth World, #1)",Rebecca Roanhorse,https://www.goodreads.com/book/show/36373298-trail-of-lightning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515788168l/36373298._SY75_.jpg,3.95,27654.0,2018.0,indigenous-fantasy
"Son of a Trickster (Trickster, #1)",Eden Robinson,https://www.goodreads.com/book/show/30257957-son-of-a-trickster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469407972l/30257957._SX50_.jpg,3.8,14294.0,2017.0,indigenous-fantasy
"Fevered Star (Between Earth and Sky, #2)",Rebecca Roanhorse,https://www.goodreads.com/book/show/57339626-fevered-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625590127l/57339626._SY75_.jpg,4.07,22419.0,2022.0,indigenous-fantasy
Certain Dark Things (Paperback),Silvia Moreno-Garcia,https://www.goodreads.com/book/show/54785481-certain-dark-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615238352l/54785481._SY75_.jpg,3.72,20247.0,2016.0,indigenous-fantasy
The Autobiography of a Traitor and a Half-Savage (Kindle Edition),Alix E. Harrow,https://www.goodreads.com/book/show/32815361-the-autobiography-of-a-traitor-and-a-half-savage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481898622l/32815361._SY75_.jpg,4.09,1512.0,2016.0,indigenous-fantasy
New Suns: Original Speculative Fiction by People of Color (Paperback),Nisi Shawl,https://www.goodreads.com/book/show/40680117-new-suns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547942245l/40680117._SY75_.jpg,,,,indigenous-fantasy
Maxwell Cooper and the Legend of Inini-Makwa (Bear Tooth Point),Simon  Hargreaves,https://www.goodreads.com/book/show/60094686-maxwell-cooper-and-the-legend-of-inini-makwa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642640307l/60094686._SY75_.jpg,3.74,23.0,,indigenous-fantasy
"To Ride a Rising Storm (Nampeshiweisit, #2)",Moniquill Blackgoose,https://www.goodreads.com/book/show/223641089-to-ride-a-rising-storm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746591366l/223641089._SY75_.jpg,4.11,1452.0,2026.0,indigenous-fantasy
"What the River Knows (Secrets of the Nile, #1)",Isabel Ibañez,https://www.goodreads.com/book/show/65213381-what-the-river-knows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674234543l/65213381._SY75_.jpg,3.83,90813.0,2023.0,south-american-fantasy
The Mythic Dream (Paperback),Dominik Parisien,https://www.goodreads.com/book/show/43807268-the-mythic-dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549043089l/43807268._SY75_.jpg,,,,south-american-fantasy
"Where the Library Hides (Secrets of the Nile, #2)",Isabel Ibañez,https://www.goodreads.com/book/show/203578814-where-the-library-hides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706196782l/203578814._SY75_.jpg,3.79,41349.0,2024.0,south-american-fantasy
Together We Burn (Hardcover),Isabel Ibañez,https://www.goodreads.com/book/show/55148022-together-we-burn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631282611l/55148022._SY75_.jpg,3.79,8783.0,2022.0,south-american-fantasy
"Written in Starlight (Woven in Moonlight, #2)",Isabel Ibañez,https://www.goodreads.com/book/show/51796779-written-in-starlight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590077998l/51796779._SY75_.jpg,3.83,2242.0,2021.0,south-american-fantasy
"Woven in Moonlight (Woven in Moonlight, #1)",Isabel Ibañez,https://www.goodreads.com/book/show/40877706-woven-in-moonlight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559846808l/40877706._SY75_.jpg,3.84,10657.0,2020.0,south-american-fantasy
The Briar Book of the Dead (Kindle Edition),A.G. Slatter,https://www.goodreads.com/book/show/128746994-the-briar-book-of-the-dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689688274l/128746994._SY75_.jpg,4.07,3880.0,2024.0,south-american-fantasy
"The Sun and the Void (The Warring Gods, #1)",Gabriela Romero Lacruz,https://www.goodreads.com/book/show/60568206-the-sun-and-the-void,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665155158l/60568206._SY75_.jpg,3.3,4168.0,2023.0,south-american-fantasy
Flyaway (Kindle Edition),Kathleen Jennings,https://www.goodreads.com/book/show/46184288-flyaway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568211959l/46184288._SY75_.jpg,3.54,3241.0,2020.0,australian-fantasy
"The Ice Is Coming (Book of Wirrun, #1)",Patricia Wrightson,https://www.goodreads.com/book/show/2030286.The_Ice_Is_Coming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300224727l/2030286._SY75_.jpg,4.02,132.0,1985.0,australian-fantasy
Terra Nullius (Paperback),Claire G. Coleman,https://www.goodreads.com/book/show/35603581-terra-nullius,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499247087l/35603581._SY75_.jpg,3.74,4270.0,2017.0,australian-fantasy
Account of an Expedition to the Interior of New Holland (Paperback),Mary Fox,https://www.goodreads.com/book/show/24925618-account-of-an-expedition-to-the-interior-of-new-holland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423839648l/24925618._SY75_.jpg,0.0,0.0,1837.0,australian-fantasy
Forever Shores (Paperback),Peter McNamara,https://www.goodreads.com/book/show/2482998.Forever_Shores,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421476009l/2482998._SY75_.jpg,,,,australian-fantasy
House of the Rain King (Kindle Edition),Will Greatwich,https://www.goodreads.com/book/show/227172945-house-of-the-rain-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1739773496l/227172945._SY75_.jpg,4.57,87.0,2025.0,australian-fantasy
Darkness Under the Hills (Hardcover),Bill  Scott,https://www.goodreads.com/book/show/3912353-darkness-under-the-hills,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1259425838l/3912353._SY75_.jpg,4.0,,1980.0,australian-fantasy
Boori (Paperback),Bill  Scott,https://www.goodreads.com/book/show/304539.Boori,https://s.gr-assets.com/assets/nophoto/book/50x75-1b903c9eac1b2ba789662c08a0ae41e6.png,4.71,7.0,1978.0,australian-fantasy
Yarn Quest 1: The Search for the Story Realm (Kindle Edition),Brooke Scobie,https://www.goodreads.com/book/show/210484277-yarn-quest-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718923195l/210484277._SY75_.jpg,3.0,6.0,,australian-fantasy
Australis Imaginarium (Paperback),Tehani Croft Wessely,https://www.goodreads.com/book/show/9341522-australis-imaginarium,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289486179l/9341522._SX50_.jpg,,,,australian-fantasy
Guardians (Wylah the Koorie Warrior #1),Jordan Gould,https://www.goodreads.com/book/show/61150507-guardians,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653283389l/61150507._SY75_.jpg,3.85,214.0,2022.0,australian-fantasy
"Creature: Paintings, Drawings, and Reflections (Hardcover)",Shaun Tan,https://www.goodreads.com/book/show/60420456-creature,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646653579l/60420456._SX50_.jpg,4.56,416.0,2022.0,australian-fantasy
Tales from the Inner City (Hardcover),Shaun Tan,https://www.goodreads.com/book/show/37825535-tales-from-the-inner-city,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518102455l/37825535._SX50_.jpg,4.3,2940.0,2018.0,australian-fantasy
Rules of Summer (Hardcover),Shaun Tan,https://www.goodreads.com/book/show/17930108-rules-of-summer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368774430l/17930108._SX50_.jpg,4.13,4325.0,2013.0,australian-fantasy
"The Sky Warden and the Sun (The Change, #2)",Sean Williams,https://www.goodreads.com/book/show/3248283-the-sky-warden-and-the-sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414134374l/3248283._SY75_.jpg,3.94,208.0,2005.0,australian-fantasy
"The Storm Weaver and the Sand (The Change, #3)",Sean Williams,https://www.goodreads.com/book/show/2294294.The_Storm_Weaver_and_the_Sand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1249773546l/2294294._SY75_.jpg,3.99,184.0,2003.0,australian-fantasy
"Picnic at Hanging Rock (Hanging Rock, #1)",Joan Lindsay,https://www.goodreads.com/book/show/791345.Picnic_at_Hanging_Rock,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686902497l/791345._SY75_.jpg,3.66,31712.0,1967.0,australian-fantasy
Australi issue #1 : Maloo of the Desert (Kindle Edition),Timothy R. Wood,https://www.goodreads.com/book/show/61601385-australi-issue-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658178636l/61601385._SY75_.jpg,4.25,4.0,,australian-fantasy
The Upwelling (Paperback),Lystra Rose,https://www.goodreads.com/book/show/61417873-the-upwelling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657435591l/61417873._SY75_.jpg,3.84,109.0,2022.0,australian-fantasy
This All Come Back Now (Paperback),Mykaela Saunders,https://www.goodreads.com/book/show/59687219-this-all-come-back-now,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637657671l/59687219._SX50_.jpg,,,,australian-fantasy
The Kadaitcha Sung (Paperback),Sam   Watson,https://www.goodreads.com/book/show/7498610-the-kadaitcha-sung,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328325565l/7498610._SY75_.jpg,3.31,36.0,1990.0,australian-fantasy
"Tongues of Serpents (Temeraire, #6)",Naomi Novik,https://www.goodreads.com/book/show/7038489-tongues-of-serpents,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420120882l/7038489._SX50_.jpg,3.77,24234.0,2010.0,australian-fantasy
Tales from Outer Suburbia (Hardcover),Shaun Tan,https://www.goodreads.com/book/show/2999495-tales-from-outer-suburbia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320479887l/2999495._SX50_.jpg,4.33,10125.0,2008.0,australian-fantasy
Walkabout Woman (Mass Market Paperback),Michaela Roessner,https://www.goodreads.com/book/show/2516888.Walkabout_Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330998715l/2516888._SY75_.jpg,4.04,46.0,1988.0,australian-fantasy
"The Amber Legacy (Dreaming In Amber, #1)",Tony Shillitoe,https://www.goodreads.com/book/show/2401045.The_Amber_Legacy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307587685l/2401045._SY75_.jpg,3.63,93.0,2006.0,australian-fantasy
The Nargun and the Stars (Paperback),Patricia Wrightson,https://www.goodreads.com/book/show/1316598.The_Nargun_and_the_Stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370725042l/1316598._SX50_.jpg,4.0,407.0,1973.0,australian-fantasy
"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,https://www.goodreads.com/book/show/47994.The_Last_Continent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332672492l/47994._SY75_.jpg,4.0,62634.0,1998.0,australian-fantasy
The Rabbits (Hardcover),John Marsden,https://www.goodreads.com/book/show/82599.The_Rabbits,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344739399l/82599._SX50_.jpg,4.3,4706.0,1998.0,australian-fantasy
Whispering in the Wind (Hardback),Alan Marshall,https://www.goodreads.com/book/show/4942329-whispering-in-the-wind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504514482l/4942329._SX50_.jpg,4.29,76.0,1969.0,australian-fantasy
"The Song of Wirrun: Ice is Coming, Dark Bright Water and Behind the Wind (Hardcover)",Patricia Wrightson,https://www.goodreads.com/book/show/3267262-the-song-of-wirrun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1246809194l/3267262._SY75_.jpg,4.62,26.0,,australian-fantasy
The Magic Pudding (Paperback),Norman Lindsay,https://www.goodreads.com/book/show/1079427.The_Magic_Pudding,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312535969l/1079427._SY75_.jpg,3.93,4242.0,1918.0,australian-fantasy
Land of the Golden Clouds (Paperback),Archie Weller,https://www.goodreads.com/book/show/1514102.Land_of_the_Golden_Clouds,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1184533016l/1514102._SY75_.jpg,3.47,30.0,1998.0,australian-fantasy
"The Stone Mage and the Sea (The Change, #1)",Sean Williams,https://www.goodreads.com/book/show/428799.The_Stone_Mage_and_the_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174673787l/428799._SY75_.jpg,3.86,304.0,2002.0,australian-fantasy
Ordinary Gods and Monsters (Kindle Edition),Chris Womersley,https://www.goodreads.com/book/show/175737441-ordinary-gods-and-monsters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689832078l/175737441._SY75_.jpg,3.77,284.0,2023.0,australian-fantasy
"Out of the Shadows (Shadowlands, #1)",Ashlee Nicole Bye,https://www.goodreads.com/book/show/41133486-out-of-the-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534151953l/41133486._SY75_.jpg,4.2,110.0,2017.0,australian-fantasy
"Corpselight (Verity Fassbinder, #2)",Angela Slatter,https://www.goodreads.com/book/show/32334385-corpselight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498623886l/32334385._SY75_.jpg,4.12,288.0,2017.0,australian-fantasy
"Vigil (Verity Fassbinder, #1)",Angela Slatter,https://www.goodreads.com/book/show/28510550-vigil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458044148l/28510550._SY75_.jpg,3.87,699.0,2016.0,australian-fantasy
"Songlines (The Sentinels of Eden, #1)",Carolyn Denman,https://www.goodreads.com/book/show/31364316-songlines,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470542115l/31364316._SY75_.jpg,4.06,178.0,2016.0,australian-fantasy
Tangara,Nan Chauncy,https://www.goodreads.com/book/show/7847583-tangara,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434818638l/7847583._SX50_.jpg,3.8,49.0,1960.0,australian-fantasy
An Older Kind of Magic (Hardcover),Patricia Wrightson,https://www.goodreads.com/book/show/1401858.An_Older_Kind_of_Magic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479319744l/1401858._SX50_.jpg,3.84,73.0,1972.0,australian-fantasy
A Wrong Turn at the Office of Unmade Lists (Paperback),Jane Rawson,https://www.goodreads.com/book/show/17832116-a-wrong-turn-at-the-office-of-unmade-lists,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366414484l/17832116._SY75_.jpg,3.64,371.0,2013.0,australian-fantasy
Love and Romanpunk (Paperback),Tansy Rayner Roberts,https://www.goodreads.com/book/show/11253020-love-and-romanpunk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304158177l/11253020._SY75_.jpg,4.19,171.0,2011.0,australian-fantasy
"The Stardust Thief (The Sandsea Trilogy, #1)",Chelsea Abdullah,https://www.goodreads.com/book/show/58950705-the-stardust-thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636396304l/58950705._SY75_.jpg,3.98,29202.0,2022.0,middle-eastern-fantasy
"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446829335l/24934065._SY75_.jpg,3.95,66727.0,2016.0,middle-eastern-fantasy
"We Free the Stars (Sands of Arawiya, #2)",Hafsah Faizal,https://www.goodreads.com/book/show/46223364-we-free-the-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570454006l/46223364._SY75_.jpg,4.18,45128.0,2021.0,middle-eastern-fantasy
"Throne of the Crescent Moon (The Crescent Moon Kingdoms, #1)",Saladin Ahmed,https://www.goodreads.com/book/show/11487807-throne-of-the-crescent-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344256189l/11487807._SY75_.jpg,3.65,12007.0,2012.0,middle-eastern-fantasy
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349205573l/15819028._SX50_.jpg,4.13,132265.0,2013.0,middle-eastern-fantasy
"Hero at the Fall (Rebel of the Sands, #3)",Alwyn Hamilton,https://www.goodreads.com/book/show/29739428-hero-at-the-fall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520042952l/29739428._SY75_.jpg,4.33,20386.0,2017.0,middle-eastern-fantasy
"Traitor to the Throne (Rebel of the Sands, #2)",Alwyn Hamilton,https://www.goodreads.com/book/show/29739361-traitor-to-the-throne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476374209l/29739361._SY75_.jpg,4.3,27867.0,2017.0,middle-eastern-fantasy
"Reign & Ruin (Mages of the Wheel, #1)",J.D.  Evans,https://www.goodreads.com/book/show/50607309-reign-ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579555916l/50607309._SX50_.jpg,4.18,15888.0,2020.0,middle-eastern-fantasy
The Candle and the Flame (Kindle Edition),Nafiza Azad,https://www.goodreads.com/book/show/39821312-the-candle-and-the-flame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538742428l/39821312._SY75_.jpg,3.74,3322.0,2019.0,middle-eastern-fantasy
The Library of Fates (Hardcover),Aditi Khorana,https://www.goodreads.com/book/show/32766747-the-library-of-fates,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477677106l/32766747._SY75_.jpg,3.55,2453.0,2017.0,middle-eastern-fantasy
"The Fire Wish (The Jinni Wars, #1)",Amber Lough,https://www.goodreads.com/book/show/16123804-the-fire-wish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390410639l/16123804._SY75_.jpg,3.67,1970.0,2014.0,middle-eastern-fantasy
"Gunmetal Gods (Gunmetal Gods, #1)",Zamil Akhtar,https://www.goodreads.com/book/show/55777447-gunmetal-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624243972l/55777447._SX50_.jpg,3.92,3814.0,2020.0,middle-eastern-fantasy
The Bird King (Hardcover),G. Willow Wilson,https://www.goodreads.com/book/show/40642333-the-bird-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530540458l/40642333._SY75_.jpg,3.73,10201.0,2019.0,middle-eastern-fantasy
